"X.U.FEFF.date","camera","video","timestamp","species","count","site","latin","Order","Family","Primary_functional_group","Secondary_functional_group","Max_length","common_length","MaxLengthTL","Troph","ComDepthMin","ComDepthMax","TempPrefMean","FeedingPath","diet_breadth","TL_group","abund"
"5.19","5ºÅ»ú","GH010367.MP4","07:10-07:20","Á­Óã",1,"Qilian","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:10-07:20","Ë«°ß¹âÈúÓã",2,"Qilian","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000352858151023289
"5.19","5ºÅ»ú","GH010367.MP4","07:10-07:20","èÎ³Ý´ÌÎ²Óã",8,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00141143260409315
"5.19","5ºÅ»ú","GH010367.MP4","07:20-07:30","Îå´ø¶¹ÄïÓã",2,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000352858151023289
"5.19","5ºÅ»ú","GH010367.MP4","07:20-07:30","Á­Óã",1,"Qilian","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:20-07:30","èÎ³Ý´ÌÎ²Óã",5,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000882145377558222
"5.19","5ºÅ»ú","GH010367.MP4","07:20-07:30","Î²°ßÂÌðÐ×ìÓã",3,"Qilian","Chlorurus spilurus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,48.58000183,2,NA,NA,NA,"benthic",28,"40-50",0.000529287226534933
"5.19","5ºÅ»ú","GH010367.MP4","07:30-07:40","Î²°ßÂÌðÐ×ìÓã",10,"Qilian","Chlorurus spilurus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,48.58000183,2,NA,NA,NA,"benthic",28,"40-50",0.00176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:30-07:40","×ÝÎÆ½õÓã",1,"Qilian","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:30-07:40","èÎ³Ý´ÌÎ²Óã",7,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00123500352858151
"5.19","5ºÅ»ú","GH010367.MP4","07:30-07:40","Á­Óã",1,"Qilian","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:30-07:40","°µÉ«´ÌÎ²Óã",2,"Qilian","Acanthurus mata","Perciformes","Acanthuridae","Planktivore","planktivore",50,NA,50,2.529999971,5,45,27.9,"benthic",28,"50-100",0.000352858151023289
"5.19","5ºÅ»ú","GH010367.MP4","07:30-07:40","Ë«É«ÁÑ´½Óã",1,"Qilian","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:00-07:50","×ÝÎÆ½õÓã",2,"Qilian","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH010367.MP4","07:00-07:50","¶à´ø¸±ç³Àð",1,"Qilian","Parupeneus multifasciatus","Perciformes","Mullidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,35,3.5,20,79,27.3,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:00-07:50","Îå´ø¶¹ÄïÓã",1,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:00-07:50","Î²°ßÂÌðÐ×ìÓã",4,"Qilian","Chlorurus spilurus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,48.58000183,2,NA,NA,NA,"benthic",28,"40-50",0.000705716302046577
"5.19","5ºÅ»ú","GH010367.MP4","07:00-07:50","èÎ³Ý´ÌÎ²Óã",3,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000529287226534933
"5.19","5ºÅ»ú","GH010367.MP4","07:00-07:50","Ë«É«ÁÑ´½Óã",1,"Qilian","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:50-08:00","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","07:50-08:00","èÎ³Ý´ÌÎ²Óã",7,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00123500352858151
"5.19","5ºÅ»ú","GH010367.MP4","07:50-08:00","×ÝÎÆ½õÓã",1,"Qilian","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:00-08:10","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:10-08:20","Ë¿ºûµûÓã",1,"Qilian","Chaetodon auriga","Perciformes","Chaetodontidae","Omnivore","omnivore",23,NA,23,3.690000057,7,31,28,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:10-08:20","èÎ³Ý´ÌÎ²Óã",5,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000882145377558222
"5.19","5ºÅ»ú","GH010367.MP4","08:20-08:30","Îå´ø¶¹ÄïÓã",1,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:20-08:30","èÎ³Ý´ÌÎ²Óã",4,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000705716302046577
"5.19","5ºÅ»ú","GH010367.MP4","08:20-08:30","ºÚ°ßðÐ×ìÓã",1,"Qilian","Scarus globiceps","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,45,2,4,12,28.4,"benthic",28,"40-50",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:30-08:40","èÎ³Ý´ÌÎ²Óã",5,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000882145377558222
"5.19","5ºÅ»ú","GH010367.MP4","08:30-08:40","Î²°ßÂÌðÐ×ìÓã",1,"Qilian","Chlorurus spilurus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,48.58000183,2,NA,NA,NA,"benthic",28,"40-50",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:40-08:51","Ë«°ß¹âÈúÓã",2,"Qilian","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000352858151023289
"5.19","5ºÅ»ú","GH010367.MP4","08:40-08:51","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH010367.MP4","08:40-08:51","èÎ³Ý´ÌÎ²Óã",5,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000882145377558222
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","Ë«°ß¹âÈúÓã",2,"Qilian","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","èÎ³Ý´ÌÎ²Óã",13,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00229357798165138
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","ÔÓÉ«¼â×ìÓã",2,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","Ï¸°ßÇ°¿×÷ƒ",1,"Qilian","Cantherhines pardalis","Tetraodontiformes","Monacanthidae","Omnivore","omnivore",NA,NA,25,3.5,4,12,28.2,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","°ß¿¨È¸öô",2,"Qilian","Pomacentrus bankanensis","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.680000067,3,17,28.6,"benthic",28,"< 10",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","¸ñÎÆº£ÖíÓã",1,"Qilian","Halichoeres hortulanus","Perciformes","Labridae","Carnivore","invertivore",27,NA,27,3.400000095,1,30,27.6,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:00-00:10","Ë¿ºûµûÓã",1,"Qilian","Chaetodon auriga","Perciformes","Chaetodontidae","Omnivore","omnivore",23,NA,23,3.690000057,7,31,28,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:10-00:20","èÎ³Ý´ÌÎ²Óã",7,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00123500352858151
"5.19","5ºÅ»ú","GH020367.MP4","00:10-00:20","¶à´ø¸±ç³Àð",1,"Qilian","Parupeneus multifasciatus","Perciformes","Mullidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,35,3.5,20,79,27.3,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:10-00:20","×ÝÎÆ½õÓã",1,"Qilian","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:20-00:30","Îå´ø¶¹ÄïÓã",1,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:20-00:30","èÎ³Ý´ÌÎ²Óã",7,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00123500352858151
"5.19","5ºÅ»ú","GH020367.MP4","00:20-00:30","°ß¿¨È¸öô",1,"Qilian","Pomacentrus bankanensis","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.680000067,3,17,28.6,"benthic",28,"< 10",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:20-00:30","·²ÊÏ¹âÈúÓã",1,"Qilian","Chromis vanderbilti","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,6,3.190000057,4,12,28.1,"pelagic",28,"< 10",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:20-00:30","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:30-00:40","°ß¿¨È¸öô",1,"Qilian","Pomacentrus bankanensis","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.680000067,3,17,28.6,"benthic",28,"< 10",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:30-00:40","Îå´ø¶¹ÄïÓã",1,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:30-00:40","èÎ³Ý´ÌÎ²Óã",9,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.0015878616796048
"5.19","5ºÅ»ú","GH020367.MP4","00:30-00:40","Î²°ß¼¬ÁÛÓã",1,"Qilian","Sargocentron caudimaculatum","Beryciformes","Holocentridae","Carnivore","generalist carnivore (fish and invertebrates)",25,18,25,3.890000105,5,22,27.9,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:40-00:50","Îå´ø¶¹ÄïÓã",1,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:40-00:50","èÎ³Ý´ÌÎ²Óã",3,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000529287226534933
"5.19","5ºÅ»ú","GH020367.MP4","00:40-00:50","Î²°ß¼¬ÁÛÓã",4,"Qilian","Sargocentron caudimaculatum","Beryciformes","Holocentridae","Carnivore","generalist carnivore (fish and invertebrates)",25,18,25,3.890000105,5,22,27.9,"benthic",28,"20-30",0.000705716302046577
"5.19","5ºÅ»ú","GH020367.MP4","00:40-00:50","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:40-00:50","¸£ÊÏ´ÌåêÓã",1,"Qilian","Centropyge vrolikii","Perciformes","Pomacanthidae","Herbivore","grazer/detritivores",12,NA,12,2.75999999,3,14,28.6,"benthic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:50-01:00","Îå´ø¶¹ÄïÓã",2,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","00:50-01:00","¶ÛÍ·½õÓã",1,"Qilian","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","00:50-01:00","èÎ³Ý´ÌÎ²Óã",4,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000705716302046577
"5.19","5ºÅ»ú","GH020367.MP4","00:50-01:00","·ÆÂÉ±öÈ¸öô",1,"Qilian","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","Îå´ø¶¹ÄïÓã",10,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.00176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","èÎ³Ý´ÌÎ²Óã",8,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00141143260409315
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","Î²°ß¼¬ÁÛÓã",2,"Qilian","Sargocentron caudimaculatum","Beryciformes","Holocentridae","Carnivore","generalist carnivore (fish and invertebrates)",25,18,25,3.890000105,5,22,27.9,"benthic",28,"20-30",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","Î²°ßÂÌðÐ×ìÓã",1,"Qilian","Chlorurus spilurus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,48.58000183,2,NA,NA,NA,"benthic",28,"40-50",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","Ë«°ß¹âÈúÓã",2,"Qilian","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","·ÆÂÉ±öÈ¸öô",1,"Qilian","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:00-01:10","¼ÕÎÇ±ÇÓã",1,"Qilian","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:10-01:20","èÎ³Ý´ÌÎ²Óã",10,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:10-01:20","ÐÂÔÂ½õÓã",1,"Qilian","Thalassoma lunare","Perciformes","Labridae","Carnivore","invertivore",45,NA,45,3.5,1,20,28,"benthic",28,"40-50",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:10-01:20","Ë«É«ÁÑ´½Óã",2,"Qilian","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:10-01:20","¼ÕÎÇ±ÇÓã",2,"Qilian","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:10-01:20","Î²°ß¼¬ÁÛÓã",1,"Qilian","Sargocentron caudimaculatum","Beryciformes","Holocentridae","Carnivore","generalist carnivore (fish and invertebrates)",25,18,25,3.890000105,5,22,27.9,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:20-01:30","èÎ³Ý´ÌÎ²Óã",8,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00141143260409315
"5.19","5ºÅ»ú","GH020367.MP4","01:20-01:30","Ë«É«ÁÑ´½Óã",2,"Qilian","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:20-01:30","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:20-01:30","¼ÕÎÇ±ÇÓã",1,"Qilian","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","ÔÓÉ«¼â×ìÓã",2,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","¶ÛÍ·½õÓã",2,"Qilian","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","Ë«É«ÁÑ´½Óã",2,"Qilian","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","Îå´ø¶¹ÄïÓã",3,"Qilian","Abudefduf vaigiensis","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,20,2.569999933,2,9,28.2,"benthic",28,"20-30",0.000529287226534933
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","èÎ³Ý´ÌÎ²Óã",7,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.00123500352858151
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","Ë«°ß¹âÈúÓã",1,"Qilian","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","Ò¸°ßÆÕÌáÓã",1,"Qilian","Bodianus axillaris","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",20,NA,24.39999962,3.420000076,2,40,27.5,"benthic",28,"20-30",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","¾âÎ²¸±¸ï÷ƒ",1,"Qilian","Paraluteres prionurus","Tetraodontiformes","Monacanthidae","Omnivore","omnivore",NA,NA,11,2.660000086,3,14,28.4,"benthic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","·ÆÂÉ±öÈ¸öô",2,"Qilian","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:30-01:40","¼ÕÎÇ±ÇÓã",1,"Qilian","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:40-01:50","Èý°ßÕ¬ÄàÓã",3,"Qilian","Dascyllus trimaculatus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,14,2.799999952,6,29,28,"benthic",28,"10-20",0.000529287226534933
"5.19","5ºÅ»ú","GH020367.MP4","01:40-01:50","¶ÛÍ·½õÓã",3,"Qilian","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000529287226534933
"5.19","5ºÅ»ú","GH020367.MP4","01:40-01:50","èÎ³Ý´ÌÎ²Óã",2,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:40-01:50","¼ÕÎÇ±ÇÓã",1,"Qilian","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:50-02:00","ÔÓÉ«¼â×ìÓã",1,"Qilian","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","01:50-02:00","Èý°ßÕ¬ÄàÓã",2,"Qilian","Dascyllus trimaculatus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,14,2.799999952,6,29,28,"benthic",28,"10-20",0.000352858151023289
"5.19","5ºÅ»ú","GH020367.MP4","01:50-02:00","ÖéºûµûÓã",1,"Qilian","Chaetodon kleirnii","Perciformes","Chaetodontidae","Omnivore","omnivore",15,NA,15,2.9,4,61,27.8,NA,28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","02:00-02:10","èÎ³Ý´ÌÎ²Óã",4,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000705716302046577
"5.19","5ºÅ»ú","GH020367.MP4","02:00-02:10","ÁÑ´½Óã",1,"Qilian","Labroides dimidiatus","Perciformes","Labridae","Carnivore","ectoparasite feeder",14,NA,14,3.460000038,1,30,27.8,"pelagic",28,"10-20",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","02:10-02:20","ÐÂÔÂ½õÓã",1,"Qilian","Thalassoma lunare","Perciformes","Labridae","Carnivore","invertivore",45,NA,45,3.5,1,20,28,"benthic",28,"40-50",0.000176429075511644
"5.19","5ºÅ»ú","GH020367.MP4","02:10-02:20","èÎ³Ý´ÌÎ²Óã",5,"Qilian","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000882145377558222
"5.19","5ºÅ»ú","GH020367.MP4","02:10-02:20","ÒìÑÀµ¥ÁÐ³Ýöô",1,"Qilian","Monotaxis heterodon","Perciformes","Lethrinidae","Carnivore","invertivore",NA,NA,60,3.450000048,NA,NA,NA,"benthic",28,"50-100",0.000176429075511644
